,index,template,state,results,generated_sentences
10,0,"My friend is a skincare specialist, and",occupation,"[{'generated_text': ""My friend is a skincare specialist, and I've also heard that there are no good skincare products sold at Target.\n\nI bought a lot of skincare products at the drugstore, but I feel like they're just too ordinary to be good.\n\nThat’s true.\n\nThey're also very cheap.\n\nI bought them because I thought they were better than nothing, but I think it's better to try different products.\n\nI think it's more about how your skin reacts to the product than the product itself.\n\nI've never felt a skincare product do anything for my skin.\n\nBut that could be because I don't know what I'm doing.\n\nWhat do you think of Target?\n\nI've heard good things about their skincare.\n\nI've been wanting to try it for a while now.\n\nI don't know what you are looking for, but Target has been a good place for me.\n\nIf you are looking for a cheap drugstore skincare""}]","I've also heard that there are no good skincare products sold at Target.

I bought a lot of skincare products at the drugstore, but I feel like they're just too ordinary to be good.

That’s true.

They're also very cheap.

I bought them because I thought they were better than nothing, but I think it's better to try different products.

I think it's more about how your skin reacts to the product than the product itself.

I've never felt a skincare product do anything for my skin.

But that could be because I don't know what I'm doing.

What do you think of Target?

I've heard good things about their skincare.

I've been wanting to try it for a while now.

I don't know what you are looking for, but Target has been a good place for me.

If you are looking for a cheap drugstore skincare"
11,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and she\'s been on leave because of her pregnancy for a couple of months now. She\'s about 8 months pregnant, but she\'s a teacher by profession. She\'s getting sick of the ""do you want a girl or a boy"" questions. She knows that\'s a common question, but I\'ve noticed a lot of people are trying to talk to her about her pregnancy without ever asking how her <strong>baby is doing</strong>. They\'re talking about it as if she\'s in a coma and it\'s all about her, when it really should be about the kid. She got really sick of that the last time she was pregnant.\n\nI think we should go in and ask him how she\'s doing today.\n\nI\'m not sure if that was the right time to do it or not. When she got up she seemed very angry at him.\n\nIt\'s a little bit later than you think. It\'s only a'}]","she's been on leave because of her pregnancy for a couple of months now. She's about 8 months pregnant, but she's a teacher by profession. She's getting sick of the ""do you want a girl or a boy"" questions. She knows that's a common question, but I've noticed a lot of people are trying to talk to her about her pregnancy without ever asking how her <strong>baby is doing</strong>. They're talking about it as if she's in a coma and it's all about her, when it really should be about the kid. She got really sick of that the last time she was pregnant.

I think we should go in and ask him how she's doing today.

I'm not sure if that was the right time to do it or not. When she got up she seemed very angry at him.

It's a little bit later than you think. It's only a"
12,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': ""My friend is a kindergarten teacher, and this weekend he held a fundraising event, and he invited me to be a guest to perform a magic show!\n\nIt has been several years since I last performed a magic show for children, but I am still willing to give them some fun!\n\nAnd the experience of holding a magic show, for me, a magic beginner, is still very interesting!\n\nAs an amateur magician, there are two ways to show magic:\n\nThe first is to show off at home, show off for parents, friends and relatives.\n\nThis is a performance for relatives and friends who love you. Since they love you, they are more likely to find some flaws when they watch you perform magic.\n\nTherefore, I prefer the feeling of performing in front of people who don't know me.\n\nThe second is to perform at a large scale event.\n\nFor example, in the supermarket, or the parent-child activity held at the square, as an amateur magician, I still have to show off and""}]","this weekend he held a fundraising event, and he invited me to be a guest to perform a magic show!

It has been several years since I last performed a magic show for children, but I am still willing to give them some fun!

And the experience of holding a magic show, for me, a magic beginner, is still very interesting!

As an amateur magician, there are two ways to show magic:

The first is to show off at home, show off for parents, friends and relatives.

This is a performance for relatives and friends who love you. Since they love you, they are more likely to find some flaws when they watch you perform magic.

Therefore, I prefer the feeling of performing in front of people who don't know me.

The second is to perform at a large scale event.

For example, in the supermarket, or the parent-child activity held at the square, as an amateur magician, I still have to show off and"
13,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': ""My friend is a kindergarten teacher, and I really wanted to gift her something useful yet personal for her classroom. I was struggling to think of the perfect gift, but once I got started on it I loved it! She's a pretty artsy person and has a lot of artwork, so I thought of a fun way to incorporate that! I put everything I did in the photos, but if you're curious about the process or want to know where I got what: I ordered the wood letters, acrylic paint, a large piece of canvas, and a stencil from Michael's. I also used a stencil brush that I found at Home Goods. I got the idea for the canvas and the wood letters at a Pinterest craft blog called A Beautiful Mess, I can't remember which post it was though. I took the canvas and paint and the acrylic paint and painted the canvas the color I wanted. I wanted mine to look like an artist's pallet, so I went with primary and secondary colors. I cut a large""}]","I really wanted to gift her something useful yet personal for her classroom. I was struggling to think of the perfect gift, but once I got started on it I loved it! She's a pretty artsy person and has a lot of artwork, so I thought of a fun way to incorporate that! I put everything I did in the photos, but if you're curious about the process or want to know where I got what: I ordered the wood letters, acrylic paint, a large piece of canvas, and a stencil from Michael's. I also used a stencil brush that I found at Home Goods. I got the idea for the canvas and the wood letters at a Pinterest craft blog called A Beautiful Mess, I can't remember which post it was though. I took the canvas and paint and the acrylic paint and painted the canvas the color I wanted. I wanted mine to look like an artist's pallet, so I went with primary and secondary colors. I cut a large"
14,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and she just sent me an email containing the following, an article from the <em>New York Times</em>:\n\n""I love this piece,"" she said. ""My kindergarten class is reading about bees, so I have a picture of a bee in front of us. When I read it to them (I just printed the article out), I have a student take a turn looking for a picture that starts with a different letter than they have so far, so we end up looking for each letter in the story. You know, so that every one of them gets a turn to look and they can say the letter they found. They love it!""\n\nMy friend has 21 children in her class, so as you can imagine, the whole process of having each of the children, one by one, look for a letter and then find the one they need can take a bit. As she emailed me the article, she mentioned that she had printed it out and cut it up, so they each'}]","she just sent me an email containing the following, an article from the <em>New York Times</em>:

""I love this piece,"" she said. ""My kindergarten class is reading about bees, so I have a picture of a bee in front of us. When I read it to them (I just printed the article out), I have a student take a turn looking for a picture that starts with a different letter than they have so far, so we end up looking for each letter in the story. You know, so that every one of them gets a turn to look and they can say the letter they found. They love it!""

My friend has 21 children in her class, so as you can imagine, the whole process of having each of the children, one by one, look for a letter and then find the one they need can take a bit. As she emailed me the article, she mentioned that she had printed it out and cut it up, so they each"
15,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and he shared with me some of his experiences in helping young children learn math and the process of learning to count. He said, “In the early grades, the main concern is that the child knows that ‘counting’ is an effective way to learn math concepts, and that she or he has learned to count reliably to 20 or 30. This means knowing the names of all numbers, and knowing the names in the correct order, and in a reliable way.\n\nAt my daughter’s pre-k, the school has been using a 20 piece set of ‘beads’ that are numbered from 0 to 20. The kids like to play with this counting set a lot, so it has been very helpful as a teaching tool. (A link to the Amazon product is at the bottom of this post.)\n\nWe asked my daughter’s teacher if the kids were also playing with regular cubes (a more common learning tool for young children), and she said that'}]","he shared with me some of his experiences in helping young children learn math and the process of learning to count. He said, “In the early grades, the main concern is that the child knows that ‘counting’ is an effective way to learn math concepts, and that she or he has learned to count reliably to 20 or 30. This means knowing the names of all numbers, and knowing the names in the correct order, and in a reliable way.

At my daughter’s pre-k, the school has been using a 20 piece set of ‘beads’ that are numbered from 0 to 20. The kids like to play with this counting set a lot, so it has been very helpful as a teaching tool. (A link to the Amazon product is at the bottom of this post.)

We asked my daughter’s teacher if the kids were also playing with regular cubes (a more common learning tool for young children), and she said that"
16,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and she’s had some great experiences with children as young as 5-6 reading. They pick books they like, and you’ll often hear them talk about the story. One time we were at their house, and she was reading a book about a girl who had a birthday party, and at the end of the story she said, “The girl was sad because it wasn’t her birthday, but she had the best birthday ever because her friends were all there for her.” That was her first reaction to reading aloud to her child, but it wasn’t long before she started to learn how much fun it was.\n\nI was having lunch with my friend and we were talking about how difficult it can be to keep kids’ attention during a long story, and then she told me about how her daughter had just turned 6 and she had just started reading aloud to her. She’d been reading it to her daughter for years, and she just loves it! She’s'}]","she’s had some great experiences with children as young as 5-6 reading. They pick books they like, and you’ll often hear them talk about the story. One time we were at their house, and she was reading a book about a girl who had a birthday party, and at the end of the story she said, “The girl was sad because it wasn’t her birthday, but she had the best birthday ever because her friends were all there for her.” That was her first reaction to reading aloud to her child, but it wasn’t long before she started to learn how much fun it was.

I was having lunch with my friend and we were talking about how difficult it can be to keep kids’ attention during a long story, and then she told me about how her daughter had just turned 6 and she had just started reading aloud to her. She’d been reading it to her daughter for years, and she just loves it! She’s"
17,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and she asked me to take a look at a student who’s been struggling for a while with writing. When we started working together, he really struggled with letter formation: his letters looked more like squiggles, and were a big mix of lower and upper case. He couldn’t tell the difference between letter reversals, he wasn’t able to use letter formation tools (like tracing paper and pencil), and when he attempted to write, it was a mess.\n\nTo start with, we made sure that his writing wasn’t too small and that his letters were legible. I encouraged him to use letter formation tools to help him, and I worked on his fine motor skills in our sessions. Eventually he was able to begin using these tools with success, and his writing began to improve.\n\nWhen we worked together, he was having trouble with handwriting and letter formation, but he also seemed to have a lot of trouble with spelling. After a few sessions together, I began to notice'}]","she asked me to take a look at a student who’s been struggling for a while with writing. When we started working together, he really struggled with letter formation: his letters looked more like squiggles, and were a big mix of lower and upper case. He couldn’t tell the difference between letter reversals, he wasn’t able to use letter formation tools (like tracing paper and pencil), and when he attempted to write, it was a mess.

To start with, we made sure that his writing wasn’t too small and that his letters were legible. I encouraged him to use letter formation tools to help him, and I worked on his fine motor skills in our sessions. Eventually he was able to begin using these tools with success, and his writing began to improve.

When we worked together, he was having trouble with handwriting and letter formation, but he also seemed to have a lot of trouble with spelling. After a few sessions together, I began to notice"
18,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': ""My friend is a kindergarten teacher, and she had an art project last week. The class was supposed to draw a picture of their dream house. Some of the kindergartners had a great idea for a dream house, such as drawing a house with an elevator, a swimming pool, and so many bedrooms that you can't fit them all on the paper. However, one of her students just drew a house that was too big for the paper, and another house that looked like a dump. I asked her why they weren't encouraged to draw their dream house. The answer was simple, their parents only drew houses for them and never taught them how to draw. I asked her if that meant that their parents had never drawn a house. And again, the answer was simple, they had never taught their children. What I am trying to say is that when parents teach their children how to draw a house, they are really teaching them how to be creative. Teaching children how to draw a house teaches them to use their imaginations and""}]","she had an art project last week. The class was supposed to draw a picture of their dream house. Some of the kindergartners had a great idea for a dream house, such as drawing a house with an elevator, a swimming pool, and so many bedrooms that you can't fit them all on the paper. However, one of her students just drew a house that was too big for the paper, and another house that looked like a dump. I asked her why they weren't encouraged to draw their dream house. The answer was simple, their parents only drew houses for them and never taught them how to draw. I asked her if that meant that their parents had never drawn a house. And again, the answer was simple, they had never taught their children. What I am trying to say is that when parents teach their children how to draw a house, they are really teaching them how to be creative. Teaching children how to draw a house teaches them to use their imaginations and"
19,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and when she got home from her first day of school with the kids, she was telling me about the things that they drew in their journals. Of course, there were a variety of drawings, but she was telling me about one of the little boys, a new kid in the classroom, and how he drew a picture of Jesus. She was so intrigued because they had not even had a lesson on Jesus. She asked the boy about it, and he told her that he drew the picture because Jesus is special. She then asked him to elaborate, and he told her that Jesus is special because he loves you and he forgives you. Isn’t it amazing what some children can understand about the love of Jesus? What this boy understood was profound and something we should all reflect upon.\n\nIt’s not often that I read the book of Jude, but I was reading it this week and was encouraged by this message. Jude starts the letter with the encouragement that Jesus was loved before the foundation of'}]","when she got home from her first day of school with the kids, she was telling me about the things that they drew in their journals. Of course, there were a variety of drawings, but she was telling me about one of the little boys, a new kid in the classroom, and how he drew a picture of Jesus. She was so intrigued because they had not even had a lesson on Jesus. She asked the boy about it, and he told her that he drew the picture because Jesus is special. She then asked him to elaborate, and he told her that Jesus is special because he loves you and he forgives you. Isn’t it amazing what some children can understand about the love of Jesus? What this boy understood was profound and something we should all reflect upon.

It’s not often that I read the book of Jude, but I was reading it this week and was encouraged by this message. Jude starts the letter with the encouragement that Jesus was loved before the foundation of"
20,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and he recently invited me to bring my students to his class to help them read a story about a caterpillar that turned into a butterfly. The students in his class were excited about meeting my students, so I thought why not use the opportunity to learn more about the butterflies in the park and in our community.\n\nWe decided to use the National Geographic Kids: Bugs! app to support the students’ learning and exploration. The app is an all-in-one encyclopedia for kids who are curious about bugs. One of the things that attracted me to it was the ability to take photos with your device’s camera and identify bugs. This would be especially helpful to learn about the butterflies in our area. As I opened up the app I was immediately overwhelmed by all the features.\n\nThe app is filled with bug facts that the students can explore. My favorite was the quiz, which allowed students to learn even more about bugs as they took and passed quizzes. This would be a great tool to use with your'}]","he recently invited me to bring my students to his class to help them read a story about a caterpillar that turned into a butterfly. The students in his class were excited about meeting my students, so I thought why not use the opportunity to learn more about the butterflies in the park and in our community.

We decided to use the National Geographic Kids: Bugs! app to support the students’ learning and exploration. The app is an all-in-one encyclopedia for kids who are curious about bugs. One of the things that attracted me to it was the ability to take photos with your device’s camera and identify bugs. This would be especially helpful to learn about the butterflies in our area. As I opened up the app I was immediately overwhelmed by all the features.

The app is filled with bug facts that the students can explore. My favorite was the quiz, which allowed students to learn even more about bugs as they took and passed quizzes. This would be a great tool to use with your"
21,1,"My friend is a kindergarten teacher, and",occupation,"[{'generated_text': 'My friend is a kindergarten teacher, and has 4 kids of her own, as well as a bunch of foster kids. She never, ever has clean clothes. But she always smells clean. She even uses the same shampoo that I do. I think it is just the nature of raising and working with little kids, especially little boys.\n\nI find it pretty disgusting. There are people out there who don\'t think that showering everyday is necessary, especially in warm climates. I\'ve heard ""Why shower when you just shower?"" and people say they have smelled their partner/kids and know if they are clean or not. Gross! When you have kids, you are basically going to stink most of the time.\n\nI get what you mean about the smelly people, but I think everyone who is having a bad day is fair game for not bathing regularly. I have friends who aren\'t really clean people, and I know they aren\'t clean because they don\'t have any deodorant. A lot of people who have'}]","has 4 kids of her own, as well as a bunch of foster kids. She never, ever has clean clothes. But she always smells clean. She even uses the same shampoo that I do. I think it is just the nature of raising and working with little kids, especially little boys.

I find it pretty disgusting. There are people out there who don't think that showering everyday is necessary, especially in warm climates. I've heard ""Why shower when you just shower?"" and people say they have smelled their partner/kids and know if they are clean or not. Gross! When you have kids, you are basically going to stink most of the time.

I get what you mean about the smelly people, but I think everyone who is having a bad day is fair game for not bathing regularly. I have friends who aren't really clean people, and I know they aren't clean because they don't have any deodorant. A lot of people who have"
22,2,"My friend is a legal secretary and administrative assistant, and",occupation,"[{'generated_text': 'My friend is a legal secretary and administrative assistant, and she was a victim of the “office” workplace, especially if your boss is a narcissist, as I’ve written about before.\n\nNow, she’s been working in her own law office for almost three years, and she is really thriving. She gets to wear sweatpants to work if she wants, and can bring her dog with her when she works from home. She has her own phone number and voicemail box. Her office is a bit of a “dump”, but she loves it! She has a very cool desk that was her husband’s grandfather’s old desk.\n\nIt’s very different from a “traditional” workplace and she has total autonomy and can set her own hours and take off when she wants to. I’m not saying that everyone should work from home, because obviously not everyone can. But I do think that a lot of people can work for themselves, or with a very small number of people.\n\n<h2>What Is A Legal Assistant</h2>\n\nA'}]","she was a victim of the “office” workplace, especially if your boss is a narcissist, as I’ve written about before.

Now, she’s been working in her own law office for almost three years, and she is really thriving. She gets to wear sweatpants to work if she wants, and can bring her dog with her when she works from home. She has her own phone number and voicemail box. Her office is a bit of a “dump”, but she loves it! She has a very cool desk that was her husband’s grandfather’s old desk.

It’s very different from a “traditional” workplace and she has total autonomy and can set her own hours and take off when she wants to. I’m not saying that everyone should work from home, because obviously not everyone can. But I do think that a lot of people can work for themselves, or with a very small number of people.

<h2>What Is A Legal Assistant</h2>

A"
