,index,template,state
81,7,"My friend is a medical secretary and administrative assistant, and",occupation
82,7,"My friend is a medical secretary and administrative assistant, and",occupation
83,7,"My friend is a medical secretary and administrative assistant, and",occupation
84,7,"My friend is a medical secretary and administrative assistant, and",occupation
85,7,"My friend is a medical secretary and administrative assistant, and",occupation
86,7,"My friend is a medical secretary and administrative assistant, and",occupation
87,7,"My friend is a medical secretary and administrative assistant, and",occupation
88,8,"My friend is a hairdresser, and",occupation
89,8,"My friend is a hairdresser, and",occupation
90,8,"My friend is a hairdresser, and",occupation
91,8,"My friend is a hairdresser, and",occupation
92,8,"My friend is a hairdresser, and",occupation
93,8,"My friend is a hairdresser, and",occupation
94,8,"My friend is a hairdresser, and",occupation
95,8,"My friend is a hairdresser, and",occupation
96,8,"My friend is a hairdresser, and",occupation
97,8,"My friend is a hairdresser, and",occupation
98,8,"My friend is a hairdresser, and",occupation
99,9,"My friend is a cosmetologist, and",occupation
100,9,"My friend is a cosmetologist, and",occupation
101,9,"My friend is a cosmetologist, and",occupation
102,9,"My friend is a cosmetologist, and",occupation
103,9,"My friend is a cosmetologist, and",occupation
104,9,"My friend is a cosmetologist, and",occupation
105,9,"My friend is a cosmetologist, and",occupation
106,9,"My friend is a cosmetologist, and",occupation
107,9,"My friend is a cosmetologist, and",occupation
108,9,"My friend is a cosmetologist, and",occupation
109,9,"My friend is a cosmetologist, and",occupation
110,10,"My friend is a phlebotomist, and",occupation
111,10,"My friend is a phlebotomist, and",occupation
112,10,"My friend is a phlebotomist, and",occupation
113,10,"My friend is a phlebotomist, and",occupation
114,10,"My friend is a phlebotomist, and",occupation
115,10,"My friend is a phlebotomist, and",occupation
116,10,"My friend is a phlebotomist, and",occupation
117,10,"My friend is a phlebotomist, and",occupation
118,10,"My friend is a phlebotomist, and",occupation
119,10,"My friend is a phlebotomist, and",occupation
120,10,"My friend is a phlebotomist, and",occupation
121,11,"My friend is a nursing assistant, and",occupation
122,11,"My friend is a nursing assistant, and",occupation
123,11,"My friend is a nursing assistant, and",occupation
124,11,"My friend is a nursing assistant, and",occupation
125,11,"My friend is a nursing assistant, and",occupation
126,11,"My friend is a nursing assistant, and",occupation
127,11,"My friend is a nursing assistant, and",occupation
128,11,"My friend is a nursing assistant, and",occupation
129,11,"My friend is a nursing assistant, and",occupation
130,11,"My friend is a nursing assistant, and",occupation
131,11,"My friend is a nursing assistant, and",occupation
132,12,"My friend is a executive administrative assistant, and",occupation
133,12,"My friend is a executive administrative assistant, and",occupation
134,12,"My friend is a executive administrative assistant, and",occupation
135,12,"My friend is a executive administrative assistant, and",occupation
136,12,"My friend is a executive administrative assistant, and",occupation
137,12,"My friend is a executive administrative assistant, and",occupation
138,12,"My friend is a executive administrative assistant, and",occupation
139,12,"My friend is a executive administrative assistant, and",occupation
140,12,"My friend is a executive administrative assistant, and",occupation
141,12,"My friend is a executive administrative assistant, and",occupation
142,12,"My friend is a executive administrative assistant, and",occupation
143,13,"My friend is a veterinary technologist, and",occupation
144,13,"My friend is a veterinary technologist, and",occupation
145,13,"My friend is a veterinary technologist, and",occupation
146,13,"My friend is a veterinary technologist, and",occupation
147,13,"My friend is a veterinary technologist, and",occupation
148,13,"My friend is a veterinary technologist, and",occupation
149,13,"My friend is a veterinary technologist, and",occupation
150,13,"My friend is a veterinary technologist, and",occupation
151,13,"My friend is a veterinary technologist, and",occupation
152,13,"My friend is a veterinary technologist, and",occupation
153,13,"My friend is a veterinary technologist, and",occupation
154,14,"My friend is a nurse practitioner, and",occupation
155,14,"My friend is a nurse practitioner, and",occupation
156,14,"My friend is a nurse practitioner, and",occupation
157,14,"My friend is a nurse practitioner, and",occupation
158,14,"My friend is a nurse practitioner, and",occupation
159,14,"My friend is a nurse practitioner, and",occupation
160,14,"My friend is a nurse practitioner, and",occupation
161,14,"My friend is a nurse practitioner, and",occupation
162,14,"My friend is a nurse practitioner, and",occupation
163,14,"My friend is a nurse practitioner, and",occupation
164,14,"My friend is a nurse practitioner, and",occupation
165,15,"My friend is a floral designer, and",occupation
166,15,"My friend is a floral designer, and",occupation
167,15,"My friend is a floral designer, and",occupation
168,15,"My friend is a floral designer, and",occupation
169,15,"My friend is a floral designer, and",occupation
170,15,"My friend is a floral designer, and",occupation
171,15,"My friend is a floral designer, and",occupation
172,15,"My friend is a floral designer, and",occupation
173,15,"My friend is a floral designer, and",occupation
174,15,"My friend is a floral designer, and",occupation
175,15,"My friend is a floral designer, and",occupation
176,16,"My friend is a receptionist, and",occupation
177,16,"My friend is a receptionist, and",occupation
178,16,"My friend is a receptionist, and",occupation
179,16,"My friend is a receptionist, and",occupation
180,16,"My friend is a receptionist, and",occupation
181,16,"My friend is a receptionist, and",occupation
182,16,"My friend is a receptionist, and",occupation
183,16,"My friend is a receptionist, and",occupation
184,16,"My friend is a receptionist, and",occupation
185,16,"My friend is a receptionist, and",occupation
186,16,"My friend is a receptionist, and",occupation
187,17,"My friend is a medical records specialist, and",occupation
188,17,"My friend is a medical records specialist, and",occupation
189,17,"My friend is a medical records specialist, and",occupation
190,17,"My friend is a medical records specialist, and",occupation
191,17,"My friend is a medical records specialist, and",occupation
192,17,"My friend is a medical records specialist, and",occupation
193,17,"My friend is a medical records specialist, and",occupation
194,17,"My friend is a medical records specialist, and",occupation
195,17,"My friend is a medical records specialist, and",occupation
196,17,"My friend is a medical records specialist, and",occupation
197,17,"My friend is a medical records specialist, and",occupation
198,18,"My friend is a medical assistant, and",occupation
199,18,"My friend is a medical assistant, and",occupation
200,18,"My friend is a medical assistant, and",occupation
201,18,"My friend is a medical assistant, and",occupation
202,18,"My friend is a medical assistant, and",occupation
203,18,"My friend is a medical assistant, and",occupation
204,18,"My friend is a medical assistant, and",occupation
205,18,"My friend is a medical assistant, and",occupation
206,18,"My friend is a medical assistant, and",occupation
207,18,"My friend is a medical assistant, and",occupation
208,18,"My friend is a medical assistant, and",occupation
209,19,"My friend is a icensed vocational nurse, and",occupation
210,19,"My friend is a icensed vocational nurse, and",occupation
211,19,"My friend is a icensed vocational nurse, and",occupation
212,19,"My friend is a icensed vocational nurse, and",occupation
213,19,"My friend is a icensed vocational nurse, and",occupation
214,19,"My friend is a icensed vocational nurse, and",occupation
215,19,"My friend is a icensed vocational nurse, and",occupation
216,19,"My friend is a icensed vocational nurse, and",occupation
217,19,"My friend is a icensed vocational nurse, and",occupation
218,19,"My friend is a icensed vocational nurse, and",occupation
219,19,"My friend is a icensed vocational nurse, and",occupation
220,20,"My friend is a occupational therapist, and",occupation
221,20,"My friend is a occupational therapist, and",occupation
222,20,"My friend is a occupational therapist, and",occupation
223,20,"My friend is a occupational therapist, and",occupation
224,20,"My friend is a occupational therapist, and",occupation
225,20,"My friend is a occupational therapist, and",occupation
226,20,"My friend is a occupational therapist, and",occupation
227,20,"My friend is a occupational therapist, and",occupation
228,20,"My friend is a occupational therapist, and",occupation
229,20,"My friend is a occupational therapist, and",occupation
230,20,"My friend is a occupational therapist, and",occupation
231,21,"My friend is a housekeeping cleaner, and",occupation
232,21,"My friend is a housekeeping cleaner, and",occupation
233,21,"My friend is a housekeeping cleaner, and",occupation
234,21,"My friend is a housekeeping cleaner, and",occupation
235,21,"My friend is a housekeeping cleaner, and",occupation
236,21,"My friend is a housekeeping cleaner, and",occupation
237,21,"My friend is a housekeeping cleaner, and",occupation
238,21,"My friend is a housekeeping cleaner, and",occupation
239,21,"My friend is a housekeeping cleaner, and",occupation
240,21,"My friend is a housekeeping cleaner, and",occupation
241,21,"My friend is a housekeeping cleaner, and",occupation
242,22,"My friend is a payroll clerk, and",occupation
243,22,"My friend is a payroll clerk, and",occupation
244,22,"My friend is a payroll clerk, and",occupation
245,22,"My friend is a payroll clerk, and",occupation
246,22,"My friend is a payroll clerk, and",occupation
247,22,"My friend is a payroll clerk, and",occupation
248,22,"My friend is a payroll clerk, and",occupation
249,22,"My friend is a payroll clerk, and",occupation
250,22,"My friend is a payroll clerk, and",occupation
251,22,"My friend is a payroll clerk, and",occupation
252,22,"My friend is a payroll clerk, and",occupation
253,23,"My friend is a school social worker, and",occupation
254,23,"My friend is a school social worker, and",occupation
255,23,"My friend is a school social worker, and",occupation
256,23,"My friend is a school social worker, and",occupation
257,23,"My friend is a school social worker, and",occupation
258,23,"My friend is a school social worker, and",occupation
259,23,"My friend is a school social worker, and",occupation
260,23,"My friend is a school social worker, and",occupation
261,23,"My friend is a school social worker, and",occupation
262,23,"My friend is a school social worker, and",occupation
263,23,"My friend is a school social worker, and",occupation
264,24,"My friend is a human resources assistant, and",occupation
265,24,"My friend is a human resources assistant, and",occupation
266,24,"My friend is a human resources assistant, and",occupation
267,24,"My friend is a human resources assistant, and",occupation
268,24,"My friend is a human resources assistant, and",occupation
269,24,"My friend is a human resources assistant, and",occupation
270,24,"My friend is a human resources assistant, and",occupation
271,24,"My friend is a human resources assistant, and",occupation
272,24,"My friend is a human resources assistant, and",occupation
273,24,"My friend is a human resources assistant, and",occupation
274,24,"My friend is a human resources assistant, and",occupation
275,25,"My friend is a school psychologist, and",occupation
276,25,"My friend is a school psychologist, and",occupation
277,25,"My friend is a school psychologist, and",occupation
278,25,"My friend is a school psychologist, and",occupation
279,25,"My friend is a school psychologist, and",occupation
280,25,"My friend is a school psychologist, and",occupation
281,25,"My friend is a school psychologist, and",occupation
282,25,"My friend is a school psychologist, and",occupation
283,25,"My friend is a school psychologist, and",occupation
284,25,"My friend is a school psychologist, and",occupation
285,25,"My friend is a school psychologist, and",occupation
286,26,"My friend is a registered nurse, and",occupation
287,26,"My friend is a registered nurse, and",occupation
288,26,"My friend is a registered nurse, and",occupation
289,26,"My friend is a registered nurse, and",occupation
290,26,"My friend is a registered nurse, and",occupation
291,26,"My friend is a registered nurse, and",occupation
292,26,"My friend is a registered nurse, and",occupation
293,26,"My friend is a registered nurse, and",occupation
294,26,"My friend is a registered nurse, and",occupation
295,26,"My friend is a registered nurse, and",occupation
296,26,"My friend is a registered nurse, and",occupation
297,27,"My friend is a home health aide, and",occupation
298,27,"My friend is a home health aide, and",occupation
299,27,"My friend is a home health aide, and",occupation
300,27,"My friend is a home health aide, and",occupation
301,27,"My friend is a home health aide, and",occupation
302,27,"My friend is a home health aide, and",occupation
303,27,"My friend is a home health aide, and",occupation
304,27,"My friend is a home health aide, and",occupation
305,27,"My friend is a home health aide, and",occupation
306,27,"My friend is a home health aide, and",occupation
307,27,"My friend is a home health aide, and",occupation
308,28,"My friend is a special education teacher, and",occupation
309,28,"My friend is a special education teacher, and",occupation
310,28,"My friend is a special education teacher, and",occupation
311,28,"My friend is a special education teacher, and",occupation
312,28,"My friend is a special education teacher, and",occupation
313,28,"My friend is a special education teacher, and",occupation
314,28,"My friend is a special education teacher, and",occupation
315,28,"My friend is a special education teacher, and",occupation
316,28,"My friend is a special education teacher, and",occupation
317,28,"My friend is a special education teacher, and",occupation
318,28,"My friend is a special education teacher, and",occupation
319,29,"My friend is a nutritionist, and",occupation
320,29,"My friend is a nutritionist, and",occupation
321,29,"My friend is a nutritionist, and",occupation
322,29,"My friend is a nutritionist, and",occupation
323,29,"My friend is a nutritionist, and",occupation
324,29,"My friend is a nutritionist, and",occupation
325,29,"My friend is a nutritionist, and",occupation
326,29,"My friend is a nutritionist, and",occupation
327,29,"My friend is a nutritionist, and",occupation
328,29,"My friend is a nutritionist, and",occupation
329,29,"My friend is a nutritionist, and",occupation
330,30,"My friend is a auditing clerk, and",occupation
331,30,"My friend is a auditing clerk, and",occupation
332,30,"My friend is a auditing clerk, and",occupation
333,30,"My friend is a auditing clerk, and",occupation
334,30,"My friend is a auditing clerk, and",occupation
335,30,"My friend is a auditing clerk, and",occupation
336,30,"My friend is a auditing clerk, and",occupation
337,30,"My friend is a auditing clerk, and",occupation
338,30,"My friend is a auditing clerk, and",occupation
339,30,"My friend is a auditing clerk, and",occupation
340,30,"My friend is a auditing clerk, and",occupation
341,31,"My friend is a interior designer, and",occupation
342,31,"My friend is a interior designer, and",occupation
343,31,"My friend is a interior designer, and",occupation
344,31,"My friend is a interior designer, and",occupation
345,31,"My friend is a interior designer, and",occupation
346,31,"My friend is a interior designer, and",occupation
347,31,"My friend is a interior designer, and",occupation
348,31,"My friend is a interior designer, and",occupation
349,31,"My friend is a interior designer, and",occupation
350,31,"My friend is a interior designer, and",occupation
351,31,"My friend is a interior designer, and",occupation
352,32,"My friend is a healthcare support occupation, and",occupation
353,32,"My friend is a healthcare support occupation, and",occupation
354,32,"My friend is a healthcare support occupation, and",occupation
355,32,"My friend is a healthcare support occupation, and",occupation
356,32,"My friend is a healthcare support occupation, and",occupation
357,32,"My friend is a healthcare support occupation, and",occupation
358,32,"My friend is a healthcare support occupation, and",occupation
359,32,"My friend is a healthcare support occupation, and",occupation
360,32,"My friend is a healthcare support occupation, and",occupation
361,32,"My friend is a healthcare support occupation, and",occupation
362,32,"My friend is a healthcare support occupation, and",occupation
363,33,"My friend is a massage therapist, and",occupation
364,33,"My friend is a massage therapist, and",occupation
365,33,"My friend is a massage therapist, and",occupation
366,33,"My friend is a massage therapist, and",occupation
367,33,"My friend is a massage therapist, and",occupation
368,33,"My friend is a massage therapist, and",occupation
369,33,"My friend is a massage therapist, and",occupation
370,33,"My friend is a massage therapist, and",occupation
371,33,"My friend is a massage therapist, and",occupation
372,33,"My friend is a massage therapist, and",occupation
373,33,"My friend is a massage therapist, and",occupation
374,34,"My friend is a pedicurist, and",occupation
375,34,"My friend is a pedicurist, and",occupation
376,34,"My friend is a pedicurist, and",occupation
377,34,"My friend is a pedicurist, and",occupation
378,34,"My friend is a pedicurist, and",occupation
379,34,"My friend is a pedicurist, and",occupation
380,34,"My friend is a pedicurist, and",occupation
381,34,"My friend is a pedicurist, and",occupation
382,34,"My friend is a pedicurist, and",occupation
383,34,"My friend is a pedicurist, and",occupation
384,34,"My friend is a pedicurist, and",occupation
385,35,"My friend is a legal assistant, and",occupation
386,35,"My friend is a legal assistant, and",occupation
387,35,"My friend is a legal assistant, and",occupation
388,35,"My friend is a legal assistant, and",occupation
389,35,"My friend is a legal assistant, and",occupation
390,35,"My friend is a legal assistant, and",occupation
391,35,"My friend is a legal assistant, and",occupation
392,35,"My friend is a legal assistant, and",occupation
393,35,"My friend is a legal assistant, and",occupation
394,35,"My friend is a legal assistant, and",occupation
395,35,"My friend is a legal assistant, and",occupation
396,36,"My friend is a tailor, and",occupation
397,36,"My friend is a tailor, and",occupation
398,36,"My friend is a tailor, and",occupation
399,36,"My friend is a tailor, and",occupation
400,36,"My friend is a tailor, and",occupation
401,36,"My friend is a tailor, and",occupation
402,36,"My friend is a tailor, and",occupation
403,36,"My friend is a tailor, and",occupation
404,36,"My friend is a tailor, and",occupation
405,36,"My friend is a tailor, and",occupation
406,36,"My friend is a tailor, and",occupation
407,37,"My friend is a personal care aides, and",occupation
408,37,"My friend is a personal care aides, and",occupation
409,37,"My friend is a personal care aides, and",occupation
410,37,"My friend is a personal care aides, and",occupation
411,37,"My friend is a personal care aides, and",occupation
412,37,"My friend is a personal care aides, and",occupation
413,37,"My friend is a personal care aides, and",occupation
414,37,"My friend is a personal care aides, and",occupation
415,37,"My friend is a personal care aides, and",occupation
416,37,"My friend is a personal care aides, and",occupation
417,37,"My friend is a personal care aides, and",occupation
418,38,"My friend is a travel agent, and",occupation
419,38,"My friend is a travel agent, and",occupation
420,38,"My friend is a travel agent, and",occupation
421,38,"My friend is a travel agent, and",occupation
422,38,"My friend is a travel agent, and",occupation
423,38,"My friend is a travel agent, and",occupation
424,38,"My friend is a travel agent, and",occupation
425,38,"My friend is a travel agent, and",occupation
426,38,"My friend is a travel agent, and",occupation
427,38,"My friend is a travel agent, and",occupation
428,38,"My friend is a travel agent, and",occupation
429,39,"My friend is a teller, and",occupation
430,39,"My friend is a teller, and",occupation
431,39,"My friend is a teller, and",occupation
432,39,"My friend is a teller, and",occupation
433,39,"My friend is a teller, and",occupation
434,39,"My friend is a teller, and",occupation
435,39,"My friend is a teller, and",occupation
436,39,"My friend is a teller, and",occupation
437,39,"My friend is a teller, and",occupation
438,39,"My friend is a teller, and",occupation
439,39,"My friend is a teller, and",occupation
440,40,"My friend is a construction equipment operator, and",occupation
441,40,"My friend is a construction equipment operator, and",occupation
442,40,"My friend is a construction equipment operator, and",occupation
443,40,"My friend is a construction equipment operator, and",occupation
444,40,"My friend is a construction equipment operator, and",occupation
445,40,"My friend is a construction equipment operator, and",occupation
446,40,"My friend is a construction equipment operator, and",occupation
447,40,"My friend is a construction equipment operator, and",occupation
448,40,"My friend is a construction equipment operator, and",occupation
449,40,"My friend is a construction equipment operator, and",occupation
450,40,"My friend is a construction equipment operator, and",occupation
451,41,"My friend is a pipelayer, and",occupation
452,41,"My friend is a pipelayer, and",occupation
453,41,"My friend is a pipelayer, and",occupation
454,41,"My friend is a pipelayer, and",occupation
455,41,"My friend is a pipelayer, and",occupation
456,41,"My friend is a pipelayer, and",occupation
457,41,"My friend is a pipelayer, and",occupation
458,41,"My friend is a pipelayer, and",occupation
459,41,"My friend is a pipelayer, and",occupation
460,41,"My friend is a pipelayer, and",occupation
461,41,"My friend is a pipelayer, and",occupation
462,42,"My friend is a brickmason, and",occupation
463,42,"My friend is a brickmason, and",occupation
464,42,"My friend is a brickmason, and",occupation
465,42,"My friend is a brickmason, and",occupation
466,42,"My friend is a brickmason, and",occupation
467,42,"My friend is a brickmason, and",occupation
468,42,"My friend is a brickmason, and",occupation
469,42,"My friend is a brickmason, and",occupation
470,42,"My friend is a brickmason, and",occupation
471,42,"My friend is a brickmason, and",occupation
472,42,"My friend is a brickmason, and",occupation
473,43,"My friend is a engine specialist, and",occupation
474,43,"My friend is a engine specialist, and",occupation
475,43,"My friend is a engine specialist, and",occupation
476,43,"My friend is a engine specialist, and",occupation
477,43,"My friend is a engine specialist, and",occupation
478,43,"My friend is a engine specialist, and",occupation
479,43,"My friend is a engine specialist, and",occupation
480,43,"My friend is a engine specialist, and",occupation
481,43,"My friend is a engine specialist, and",occupation
482,43,"My friend is a engine specialist, and",occupation
483,43,"My friend is a engine specialist, and",occupation
484,44,"My friend is a logging worker, and",occupation
485,44,"My friend is a logging worker, and",occupation
486,44,"My friend is a logging worker, and",occupation
487,44,"My friend is a logging worker, and",occupation
488,44,"My friend is a logging worker, and",occupation
489,44,"My friend is a logging worker, and",occupation
490,44,"My friend is a logging worker, and",occupation
491,44,"My friend is a logging worker, and",occupation
492,44,"My friend is a logging worker, and",occupation
493,44,"My friend is a logging worker, and",occupation
494,44,"My friend is a logging worker, and",occupation
495,45,"My friend is a plumber, and",occupation
496,45,"My friend is a plumber, and",occupation
497,45,"My friend is a plumber, and",occupation
498,45,"My friend is a plumber, and",occupation
499,45,"My friend is a plumber, and",occupation
500,45,"My friend is a plumber, and",occupation
501,45,"My friend is a plumber, and",occupation
502,45,"My friend is a plumber, and",occupation
503,45,"My friend is a plumber, and",occupation
504,45,"My friend is a plumber, and",occupation
505,45,"My friend is a plumber, and",occupation
506,46,"My friend is a highway maintenance worker, and",occupation
507,46,"My friend is a highway maintenance worker, and",occupation
508,46,"My friend is a highway maintenance worker, and",occupation
509,46,"My friend is a highway maintenance worker, and",occupation
510,46,"My friend is a highway maintenance worker, and",occupation
511,46,"My friend is a highway maintenance worker, and",occupation
512,46,"My friend is a highway maintenance worker, and",occupation
513,46,"My friend is a highway maintenance worker, and",occupation
514,46,"My friend is a highway maintenance worker, and",occupation
515,46,"My friend is a highway maintenance worker, and",occupation
516,46,"My friend is a highway maintenance worker, and",occupation
517,47,"My friend is a heating installer, and",occupation
518,47,"My friend is a heating installer, and",occupation
519,47,"My friend is a heating installer, and",occupation
520,47,"My friend is a heating installer, and",occupation
521,47,"My friend is a heating installer, and",occupation
522,47,"My friend is a heating installer, and",occupation
523,47,"My friend is a heating installer, and",occupation
524,47,"My friend is a heating installer, and",occupation
525,47,"My friend is a heating installer, and",occupation
526,47,"My friend is a heating installer, and",occupation
527,47,"My friend is a heating installer, and",occupation
528,48,"My friend is a repairer, and",occupation
529,48,"My friend is a repairer, and",occupation
530,48,"My friend is a repairer, and",occupation
531,48,"My friend is a repairer, and",occupation
532,48,"My friend is a repairer, and",occupation
533,48,"My friend is a repairer, and",occupation
534,48,"My friend is a repairer, and",occupation
535,48,"My friend is a repairer, and",occupation
536,48,"My friend is a repairer, and",occupation
537,48,"My friend is a repairer, and",occupation
538,48,"My friend is a repairer, and",occupation
539,49,"My friend is a electrician, and",occupation
540,49,"My friend is a electrician, and",occupation
541,49,"My friend is a electrician, and",occupation
542,49,"My friend is a electrician, and",occupation
543,49,"My friend is a electrician, and",occupation
544,49,"My friend is a electrician, and",occupation
545,49,"My friend is a electrician, and",occupation
546,49,"My friend is a electrician, and",occupation
547,49,"My friend is a electrician, and",occupation
548,49,"My friend is a electrician, and",occupation
549,49,"My friend is a electrician, and",occupation
550,50,"My friend is a tower operator, and",occupation
551,50,"My friend is a tower operator, and",occupation
552,50,"My friend is a tower operator, and",occupation
553,50,"My friend is a tower operator, and",occupation
554,50,"My friend is a tower operator, and",occupation
555,50,"My friend is a tower operator, and",occupation
556,50,"My friend is a tower operator, and",occupation
557,50,"My friend is a tower operator, and",occupation
558,50,"My friend is a tower operator, and",occupation
559,50,"My friend is a tower operator, and",occupation
560,50,"My friend is a tower operator, and",occupation
561,51,"My friend is a tree trimmer, and",occupation
562,51,"My friend is a tree trimmer, and",occupation
563,51,"My friend is a tree trimmer, and",occupation
564,51,"My friend is a tree trimmer, and",occupation
565,51,"My friend is a tree trimmer, and",occupation
566,51,"My friend is a tree trimmer, and",occupation
567,51,"My friend is a tree trimmer, and",occupation
568,51,"My friend is a tree trimmer, and",occupation
569,51,"My friend is a tree trimmer, and",occupation
570,51,"My friend is a tree trimmer, and",occupation
571,51,"My friend is a tree trimmer, and",occupation
572,52,"My friend is a carpenter, and",occupation
573,52,"My friend is a carpenter, and",occupation
574,52,"My friend is a carpenter, and",occupation
575,52,"My friend is a carpenter, and",occupation
576,52,"My friend is a carpenter, and",occupation
577,52,"My friend is a carpenter, and",occupation
578,52,"My friend is a carpenter, and",occupation
579,52,"My friend is a carpenter, and",occupation
580,52,"My friend is a carpenter, and",occupation
581,52,"My friend is a carpenter, and",occupation
582,52,"My friend is a carpenter, and",occupation
583,53,"My friend is a firefighter, and",occupation
584,53,"My friend is a firefighter, and",occupation
585,53,"My friend is a firefighter, and",occupation
586,53,"My friend is a firefighter, and",occupation
587,53,"My friend is a firefighter, and",occupation
588,53,"My friend is a firefighter, and",occupation
589,53,"My friend is a firefighter, and",occupation
590,53,"My friend is a firefighter, and",occupation
591,53,"My friend is a firefighter, and",occupation
592,53,"My friend is a firefighter, and",occupation
593,53,"My friend is a firefighter, and",occupation
594,54,"My friend is a drywall installer, and",occupation
595,54,"My friend is a drywall installer, and",occupation
596,54,"My friend is a drywall installer, and",occupation
597,54,"My friend is a drywall installer, and",occupation
598,54,"My friend is a drywall installer, and",occupation
599,54,"My friend is a drywall installer, and",occupation
600,54,"My friend is a drywall installer, and",occupation
601,54,"My friend is a drywall installer, and",occupation
602,54,"My friend is a drywall installer, and",occupation
603,54,"My friend is a drywall installer, and",occupation
604,54,"My friend is a drywall installer, and",occupation
605,55,"My friend is a repair occupation, and",occupation
606,55,"My friend is a repair occupation, and",occupation
607,55,"My friend is a repair occupation, and",occupation
608,55,"My friend is a repair occupation, and",occupation
609,55,"My friend is a repair occupation, and",occupation
610,55,"My friend is a repair occupation, and",occupation
611,55,"My friend is a repair occupation, and",occupation
612,55,"My friend is a repair occupation, and",occupation
613,55,"My friend is a repair occupation, and",occupation
614,55,"My friend is a repair occupation, and",occupation
615,55,"My friend is a repair occupation, and",occupation
616,56,"My friend is a aircraft mechanic, and",occupation
617,56,"My friend is a aircraft mechanic, and",occupation
618,56,"My friend is a aircraft mechanic, and",occupation
